JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
TECHNICAL ADVISOR,CA,Level II,"107,890.00"
SOFTWARE DEVELOPER,WA,Level II,"99,382.00"
SOFTWARE ENGINEER,CA,Level II,"109,325.00"
SOFTWARE DEVELOPER,WA,Level II,"99,382.00"
BUSINESS SYSTEMS ANALYST,MD,Level I,"70,574.00"
DEVELOPER SENIOR,,,0.00
SOFTWARE DEVELOPER,WA,Level II,"112,549.00"
SOFTWARE DEVELOPER,WA,Level II,"112,549.00"
SOFTWARE DEVELOPER,WA,Level II,"112,549.00"
SOFTWARE DEVELOPER,WA,Level II,"112,549.00"
SOFTWARE DEVELOPER / SYSTEMS ENGINEER,MI,Level II,"68,702.00"
GALLERY DIRECTOR,NY,Level II,"71,531.00"
NETWORK ARCHITECT,WA,Level II,"99,382.00"
ELECTRICAL ENGINEER,IL,,"78,104.00"
SOFTWARE DEVELOPER,AZ,Level II,"78,021.00"
GENERAL MANAGER 1,NJ,Level III,"81,099.00"
SOLUTION DESIGN MANAGER COMMERICALS,TX,Level IV,"136,760.00"
INFORMATION SECURITY ANALYSTS,TX,Level II,"72,114.00"
COMPUTER SYSTEMS ENGINEER/ARCHITECT,WA,Level II,"69,722.00"
SR. SYSTEMS ENGINEER,CA,Level III,"122,429.00"
ASSOCIATE VETERINARIAN,IN,Level II,"72,550.00"
DATA ANALYST,,,0.00
MANAGEMENT INFORMATION AND REPORTING DEVELOPER,NY,Level II,"92,768.00"
SOFTWARE DEVELOPER,,,0.00
SENIOR SOFTWARE DEVELOPER,UT,Level IV,"114,358.00"
TEAM LEAD,OK,Level II,"59,966.00"
MANAGER APPLICATION DEVELOPMENT,MA,Level IV,"122,283.00"
SENIOR PRODUCT ENGINEER,CT,Level IV,"131,061.00"
SENIOR TEST ANALYST,OH,Level II,"76,606.00"
VICE PRESIDENT,CA,Level III,"147,597.00"
BIG DATA INFRASTRUCTURE SUPPORT ENGINEER,NC,Level II,"83,699.00"
SENIOR SOFTWARE ENGINEER,NE,Level III,"89,024.00"
MANAGER - SOURCING,CA,,"120,433.00"
ASSOCIATE VETERINARIAN,IN,Level II,"74,859.00"
SENIOR APPLICATION DEVELOPER,IL,Level II,"68,266.00"
MANAGER CREDIT RISK ANALYSIS,IL,,"65,800.00"
SYSTEMS ANALYST,CA,Level II,"69,430.00"
ASSOCIATE,NY,Level II,"106,371.00"
SENIOR PROTECTION ENGINEER,PA,Level IV,"116,750.00"
SOFTWARE ENGINEER 3 (DEVOPS),VA,Level II,"93,933.00"
"MANAGER, ITS SPECIALIST",TN,Level IV,"109,242.00"
SENIOR PRODUCT MANAGER,CA,Level II,"160,035.00"
SR SOFTWARE DEVELOPER,TX,Level IV,"122,366.00"
SPECIALIST/STAFF SCIENTIST,OR,Level II,"48,568.00"
"VP, DEVELOPER [SOC: 15-1132.00]",NJ,Level IV,"138,861.00"
CLINICAL FELLOW,MD,Level I,"42,328.00"
SYSTEM DEVELOPER,IN,Level II,"74,485.00"
DESIGN ENGINEER,CA,Level II,"80,829.00"
SENIOR BUSINESS CONSULTANT,NY,Level IV,"138,861.00"
SOFTWARE ENGINEER,IL,Level III,"79,373.00"
SENIOR PLATFORM ENGINEER,TX,Level III,"109,886.00"
SAP PP/QM ANALYST,MI,Level III,"87,443.00"
SENIOR DESIGNER,NY,Level IV,"82,326.00"
MECHANICAL ENGINEER,TX,Level I,"87,318.00"
"ASSISTANT PROFESSOR, MEDICINE",AZ,Level III,"160,263.00"
ADVISORY SPECIALIST MASTER,MI,Level III,"84,885.00"
SENIOR RESEARCH ASSOCIATE,OR,Level II,"50,731.00"
SENIOR PAYER ACCESS ANALYST,NJ,Level I,"74,235.00"
PRODUCT ENGINEERING MANAGER - ASSISTANT,IN,Level IV,"92,622.00"
SENIOR SOFTWARE ENGINEER,CT,Level IV,"123,656.00"
MTS SOFTWARE DEVELOPMENT ENGINEER,CA,,"128,345.00"
CUSTOMER SUPPORT ENGINEER,TX,Level II,"80,974.00"
I.T. SENIOR JDE BUSINESS SOLUTIONS/SUPPORT ANALYST,KY,Level III,"91,936.00"
DIRECTOR OF ENGINEERING,WI,Level III,"125,278.00"
TECHNICAL LEAD,WA,Level II,"74,048.00"
MANAGER,GA,Level II,"119,059.00"
DEVOPS ENGINEER,CA,Level II,"102,898.00"
"SOFTWARE ENGINEER, BACKEND",CA,Level IV,"157,706.00"
SENIOR STAFF ENGINEER,CA,Level III,"141,898.00"
DIRECTOR OF SEM STRATEGY,WA,Level III,"162,219.00"
SOFTWARE DEVELOPER,CA,Level II,"91,395.00"
"SR SOFTWARE TESTER, APPLICATIONS [SOC/OES CODE: 17-2199.02]",CA,Level IV,"144,144.00"
SEISMIC ANALYSIS SCIENTIST/ENGINEER,ID,Level III,"72,322.00"
SOFTWARE APPLICATION DEVELOPER,CO,Level II,"87,173.00"
MANAGEMENT ANALYST,TX,Level I,30.63
MANAGEMENT ANALYST,TX,Level II,43.75
UI DEVELOPER,CA,Level II,"85,883.00"
SQL DEVELOPER,CA,Level II,"118,456.00"
CLINICAL LABORATORY SCIENTIST,CA,Level I,17.34
TECHNICAL PRODUCT MANAGER,CA,Level II,"103,064.00"
SENIOR DATA ENGINEER,CA,Level II,"109,242.00"
TEST ENGINEER LEVEL 2,VA,Level II,"78,728.00"
APPLICATIONS CONSULTANT 2,MN,Level II,"78,166.00"
TEST CONSULTANT 2,OH,Level II,"58,843.00"
SALES ENGINEER 4,CT,Level IV,"100,838.00"
PROGRAMMER/ DEVELOPER 3,FL,Level III,"79,664.00"
GROUP MANAGER,TX,Level II,"81,661.00"
CIS MANAGER 1,FL,Level I,"82,139.00"
PRICING & VALUATION ANALYST,IL,Level II,"67,642.00"
DATA AND APPLIED SCIENTIST,WA,Level I,"95,160.00"
SALES MANAGER,CA,Level IV,"185,994.00"
ADVERTISING AND PROMOTIONS MANAGER,CA,Level IV,"156,021.00"
SENIOR NET DEVELOPER,OR,Level II,"70,262.00"
MSBI (SSRS) TECHNOLOGY LEAD,RI,Level II,"78,624.00"
SENIOR APPLICATION DEVELOPMENT ENGINEER,CA,Level II,"103,064.00"
SENIOR SOFTWARE TEST ENGINEER (15-1199.01),MD,Level II,"93,059.00"
OPERATING EXECUTIVE,IL,Level IV,"173,784.00"
PROGRAM MANAGER 1615.43811,CA,,"138,180.00"
SR. SYSTEMS DESIGN ENGINEER,TX,,"107,795.00"
APPLICATION DEVELOPMENT SENIOR ANALYST,TX,Level II,"93,538.00"
ENGINEER 3,CO,Level II,"87,173.00"
MOBILE TECHNICAL LEAD,VA,Level II,"80,517.00"
SOFTWARE ENGINEER,PA,Level II,"87,610.00"
CLIENT MANAGER,FL,Level II,"37,690.00"
SOFTWARE (FCMS) DEVELOPER,NY,Level III,"117,624.00"
"MTS 1, SOFTWARE ENGINEER",CA,,"151,112.00"
ASSOCIATE BUSINESS INTELLIGENCE DEVELOPER,AZ,Level I,"44,179.00"
VP/HEAD OF SYSTEMATIC STRATEGY IMPLEMENTATION,NY,Level IV,"128,856.00"
LEAD SOFTWARE TEST ENGINEER,CA,Level II,"121,077.00"
PEOPLESOFT FUNCTIONAL ANALYST,FL,Level III,"91,645.00"
LEAD SOFTWARE TEST ENGINEER,CA,Level II,"121,077.00"
SR. JAVA DEVELOPER,MA,Level III,49.76
SENIOR RESEARCH ASSOCIATE II QC PDM,CA,,"69,664.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"142,917.00"
SENIOR JAVA/ADF DEVELOPER,GA,Level III,"104,790.00"
SPEECH LANGUAGE PATHOLOGIST,CA,Level III,42.51
SERVICENOW DEVELOPER,VA,Level II,"93,933.00"
UI DEVELOPER,RI,Level II,"78,624.00"
SENIOR APPLICATION DEVELOPER,TX,Level II,"71,802.00"
TEST ENGINEER LEVEL 2,VA,Level II,"96,554.00"
LEAD DIGITAL CONTROLS ENGINEER,NC,Level II,"92,019.00"
SOFTWARE DEVELOPER,,,0.00
APPLICATIONS CONSULTANT 2,OH,Level II,"62,442.00"
APPLICATION ENGINEER,TN,Level II,"79,019.00"
APPLICATIONS CONSULTANT 3,NY,Level III,"117,624.00"
SOFTWARE DEVELOPER,OH,Level II,"87,693.00"
MANAGER- TECHNOLOGY,TN,Level II,"79,019.00"
PROGRAMMER/ DEVELOPER 2,MN,Level II,"69,451.00"
ASSISTANT ACCOUNTANT,OK,Level I,23.56
JAVA DEVELOPER,PA,Level IV,59.13
BUSINESS ANALYST,WA,Level II,"90,522.00"
SOFTWARE APPLICATION DEVELOPER,NE,Level II,"75,504.00"
IOS MOBILE DEVELOPER,CA,Level II,"109,242.00"
SOFTWARE (HADOOP) DEVELOPER,PA,Level II,"90,646.00"
DATABASE ADMINISTRATOR,SC,Level III,"73,382.00"
FORMULATIONS SCIENTIST,NJ,Level I,"63,898.00"
ASSISTANT VICE PRESIDENT,NC,Level II,"58,885.00"
STUDENT ASSOCIATE,DC,Level I,"105,477.00"
SR. HYBRIS DEVELOPER,AZ,Level IV,"114,650.00"
MODULE LEAD,WA,Level II,"74,048.00"
ASSOCIATE DIRECTOR FOR SAS/STATISTICAL PROGRAMMER,NJ,Level III,"105,227.00"
"SR. DEVELOPER, IT DATA WAREHOUSING",TX,Level II,"93,538.00"
DATA SCIENCE CONSULTANT,TX,Level II,"62,192.00"
DATA SCIENCE CONSULTANT,CA,Level II,"53,664.00"
ASSOCIATED HEAD COACH,AZ,Level II,"44,083.00"
"SENIOR CONSULTANT, DATABASE",TX,Level III,"92,144.00"
"WEB DEVELOPER, INTERMEDIATE",MN,Level II,"70,491.00"
SOFTWARE DEVELOPMENT ENGINEER,WA,Level III,"133,806.00"
SENIOR SOFTWARE ENGINEER,TX,Level IV,"122,366.00"
ENGINEER SERVICES- RF,WA,,"82,056.00"
DESIGN ENGINEER,MI,Level II,"78,478.00"
BUSINESS PROCESSES PRINCIPAL CONSULTANT,WA,Level III,"99,882.00"
HOSPITALIST PHYSICIAN,IL,Level II,"56,971.00"
SOFTWARE ENGINEER II,NM,Level I,"58,406.00"
SENIOR DATABASE ADMINISTRATOR,CA,Level IV,"125,112.00"
PHYSICIAN (ASSISTANT IN MEDICINE),MA,,"244,462.00"
ADVISORY SENIOR CONSULTANT,TX,Level II,"81,182.00"
SOLUTION ARCHITECT,,,0.00
"VICE PRESIDENT, SERVICE DELIVERY MANAGER",CT,Level IV,"166,358.00"
NETWORK SECURITY ENGINEER,OH,Level II,"76,003.00"
"SOFTWARE DEVLEOPER, APPLICATIONS",NY,Level II,"96,366.00"
DESIGNER,NJ,Level IV,"110,656.00"
SALES ENGINEER 4,CT,Level IV,"100,838.00"
PROGRAMMER/ DEVELOPER 2,TX,Level II,"71,802.00"
SOFTWARE ENGINEER,GA,Level II,"84,240.00"
RF SUPPORT ENGINEER,CA,,"102,316.00"
PROTOCOL SUPPORT ENGINEER,CA,,"102,316.00"
LOGISTICS MANAGER,NC,Level I,33.11
SOFTWARE DEVELOPER,WA,Level III,45.91
SENIOR SOFTWARE ENGINEER,CA,,"103,423.00"
DEVELOPER,IL,Level II,"48,131.00"
ASSISTANT PROFESSOR,NJ,Level II,"81,813.00"
BROADRIDGE IMPACT BUSINESS ANALYST,NJ,Level IV,"117,042.00"
TECHNICAL QUALITY SPECIALIST,WI,Level III,"71,698.00"
DIRECTOR- FINANCE,MN,Level III,"141,627.00"
PRINCIPAL SOFTWARE ENGINEER/DEVELOPER,NC,Level III,"99,029.00"
"MANAGER, HEALTH CARE ANALYTICS",NY,Level III,"82,576.00"
DESIGN ENGINEER,MI,Level II,"78,478.00"
EXECUTIVE VICE PRESIDENT OF MARKETING,CO,Level II,"131,144.00"
DIRECTOR OF PROGRAMS,MI,Level III,"134,347.00"
CLINICAL INSTRUCTOR,MA,Level II,"89,827.00"
ELECTRONIC SYSTEMS PRODUCT ENGINEER,IN,Level II,"67,538.00"
FAMILY MEDICINE PHYSICIAN,IL,Level II,100.00
FIRMWARE SPECIALIST,WI,Level IV,"92,539.00"
SOFTWARE DEVELOPER,CA,Level II,"91,395.00"
SR. APPLICATIONS ENGINEER,AZ,Level II,"87,069.00"
CONSULTANT,WI,Level II,"57,117.00"
CONSULTANT,TX,Level I,"57,013.00"
PROGRAMMER ANALYST,TX,Level II,"73,819.00"
ACCOUNTANTS AND AUDITORS,CA,Level I,"59,093.00"
SOFTWARE DEVELOPER,WA,Level II,"113,318.00"
SENIOR MANAGER JC45,WI,Level IV,"99,798.00"
SYSTEM ANALYST JC65,OR,Level II,"78,187.00"
"SENIOR SOFTWARE ENGINEER, BIG DATA",CA,,"128,480.00"
SOFTWARE ENGINEER II,MD,Level II,"102,648.00"
PEOPLESOFT TECHNICAL UPGRADE SPECIALIST,GA,Level III,"104,790.00"
BIOINFORMATICS STAFF SCIENTIST,SC,Level II,"61,568.00"
PROGRAMMER/DEVELOPER 2,IL,Level II,"68,266.00"
SOLUTION ADVISOR EXPERT,PA,Level III,"99,154.00"
LEAD TECHNICAL CONSULTANT,CO,Level II,"87,173.00"
MECHANICAL ENGINEER,TX,Level I,"65,957.00"
SAP CONSULTANT,TX,Level III,"110,032.00"
MECHANICAL ENGINEER,TX,Level II,"80,330.00"
MECHANICAL ENGINEER,TX,Level III,"94,682.00"
MECHANICAL ENGINEER,TX,Level IV,"109,054.00"
SOFTWARE ENGINEER,CA,Level III,"125,590.00"
ASSOCIATE,TX,Level II,"78,936.00"
TECHNICAL LEAD,MA,Level I,"103,085.00"
SENIOR PROGRAMMER/ANALYST,AZ,Level IV,"114,650.00"
TRADER (41-3031.03),MA,Level II,"82,264.00"
"ENGINEER, ACCELERATION III",CA,Level II,"119,101.00"
INTERNAL MEDICINE PHYSICIAN,CA,Level II,"165,214.00"
BUSINESS SYSTEMS APPLICATION DEVELOPER,CA,Level II,40.81
ASSOCIATE,NY,Level IV,"228,238.00"
ANALYST,MS,Level II,"53,061.00"
DEVELOPER USER INTERFACE,IL,Level III,"72,675.00"
INTEGRATION ARCHITECT,AZ,Level III,"120,723.00"
SOFTWARE DEVELOPMENT SUPERVISOR,PA,,"105,814.00"
MODULE ARCHITECT,CA,Level II,"63,232.00"
"MANAGER, ENTERPRISE APPLICATIONS",CA,,"150,615.00"
TECHNICAL CONSULTANT,NY,Level IV,"138,861.00"
SENIOR VALIDATION AND VERIFICATION ENGINEER,WA,Level IV,"115,586.00"
MODULE LEAD,PA,Level II,"71,219.00"
SOFTWARE ENGINEER (BACKEND / API ENGINEER),CA,Level II,"121,077.00"
SOFTWARE ENGINEER,VA,Level II,"93,933.00"
LEAD APPLICATION DEVELOPER,CA,Level III,"111,280.00"
STAFF MACHINE LEARNING ENGINEER,CA,Level III,"117,083.00"
NETEZZA DEVELOPER,TX,Level III,"95,035.00"
SOFTWARE DEVELOPER,IN,Level III,"75,421.00"
STRUCTURAL ENGINEER/PROGRAMMER,IA,Level II,"81,453.00"
STAFF ACCOUNTANT,NY,Level I,"58,344.00"
SENIOR QA SOFTWARE ENGINEER,WA,Level II,"74,048.00"
SOFTWARE DEVELOPER,FL,Level II,"72,996.00"
SOLUTION ARCHITECT,,,0.00
SENIOR SOFTWARE ENGINEER,TX,Level II,"93,538.00"
"MANAGER, CONTENT PRODUCT & OPERATIONS",CA,Level II,"63,232.00"
AUDIT & ASSURANCE IN-CHARGE,CA,Level II,"66,893.00"
"SENIOR CONSULTANT, MARKETING STRATEGY & ANALYTICS",IL,Level II,"57,990.00"
SENIOR PRODUCT MANAGER,CA,Level III,"129,896.00"
PRINCIPAL ADVISOR II-ASSET MANAGEMENT,CO,Level IV,"199,222.00"
ADVISORY SENIOR CONSULTANT,NY,Level II,"87,506.00"
PROCESS ENGINEER,VA,,"78,095.00"
VERIFICATION ENGINEER,MI,Level III,"86,840.00"
PRINCIPAL DATA ANALYST,DE,Level II,"76,856.00"
WEB PRODUCT SPECIALIST,AZ,,"92,870.00"
MEMBER OF TECHNICAL STAFF,CA,Level IV,"155,106.00"
POSTDOCTORAL RESEARCH FELLOW,CA,Level I,"69,659.00"
SENIOR ASSOCIATE (ECONOMIST),CA,Level II,"99,798.00"
ARCHITECTURAL AND ENGINEERING MANAGER,CA,Level III,"188,510.00"
DIRECTOR; PROGRAMMER LEAD MKTS (MGR),NY,Level IV,"138,861.00"
ARCHITECTURAL AND ENGINEERING MANAGER,CA,Level IV,"219,752.00"
"ELECTRONICS ENGINEER, EXCEPT COMPUTER",CA,Level IV,"152,526.00"
GRAPHIC DESIGNER,CA,Level II,"57,512.00"
ANALYST,NY,Level I,"74,797.00"
ASSISTANT PROFESSOR,TX,Level II,"73,490.00"
CRITICAL CARE MEDICINE PHYSICIAN,WI,,100.00
OPERATIONS RESEARCH ANALYST,AL,Level II,"76,565.00"
AUDIT AND ASSURANCE SENIOR,FL,Level II,"53,768.00"
PROJECT ENGINEER,AL,Level IV,"99,736.00"
SENIOR SOFTWARE ENGINEER,PA,Level IV,"122,990.00"
DOT NET DEVELOPER,GA,Level II,"84,302.00"
TECHNICAL CONSULTANT,NJ,Level II,"93,642.00"
"SOFTWARE DEVELOPER, APPLICATIONS",CA,Level II,"91,395.00"
TECHNICAL TEST LEAD - US,FL,Level II,"65,832.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
BUSINESS PLANNER,WA,Level II,"68,078.00"
RESEARCH SOFTWARE DEVELOPMENT ENGINEER,WA,Level I,"95,160.00"
SERVICE ENGINEER,WA,Level II,"74,048.00"
FINANCE MANAGER,WA,Level II,"76,232.00"
LOGISTICS AND DISTRIBUTION MANAGER,WA,Level III,"89,128.00"
SERVICE ENGINEER,WA,Level I,"53,290.00"
HARDWARE ENGINEER,WA,Level II,"109,678.00"
ASSOCIATE RESEARCHER,WA,Level I,"95,160.00"
ASSISTANT VICE PRESIDENT,NC,Level II,"85,426.00"
SOFTWARE ENGINEER 1615.43738,WA,Level II,"113,318.00"
ASSOCIATE SOFTWARE ARCHITECT,IL,Level II,"80,912.00"
MATERIALS ENGINEER,CA,Level II,"106,579.00"
MECHANICAL ENGINEER,TX,Level I,"76,190.00"
MATERIALS ENGINEER,CA,Level III,"119,704.00"
MATERIALS ENGINEER,CA,Level IV,"132,850.00"
COMMERCIAL AND INDUSTRIAL DESIGNER,CA,Level IV,"100,090.00"
SENIOR SOFTWARE TEST ENGINEER,FL,Level IV,"106,122.00"
APPLICATION DEVELOPER,GA,Level II,"84,240.00"
COMPUTER HARDWARE ENGINEER,TX,Level III,"125,778.00"
COMPUTER HARDWARE ENGINEER,TX,Level IV,"146,182.00"
"ELECTRONICS ENGINEER, EXCEPT COMPUTER",TX,Level I,"79,872.00"
"ELECTRONICS ENGINEER, EXCEPT COMPUTER",TX,Level II,"100,235.00"
"ELECTRONICS ENGINEER, EXCEPT COMPUTER",TX,Level III,"120,598.00"
"ELECTRONICS ENGINEER, EXCEPT COMPUTER",TX,Level IV,"140,962.00"
BUSINESS PROCESS CONSULTANT,NY,,"83,159.00"
RESEARCH ASSOCIATE,TX,Level I,"31,179.00"
TEAM LEAD,WI,Level III,"71,698.00"
CONSULTANT,CA,Level II,"107,494.00"
SOFTWARE DEVELOPER APPLICATIONS,NJ,Level III,"103,834.00"
POSTDOCTORAL FELLOW,IL,Level I,"41,163.00"
FINANCIAL SYSTEMS ANALYST IV,FL,Level IV,"100,526.00"
SENIOR DESIGNER,CT,Level II,27.98
SOFTWARE DEVELOPER,CA,Level II,"121,077.00"
GRIP LAB APPLICATION DEVELOPER,MI,Level II,"69,326.00"
APPLICATIONS DEVELOPER,MD,Level II,"79,061.00"
SOFTWARE DEVELOPERS,WI,Level III,"85,072.00"
APPLICATION DEVELOPMENT ADVISOR,TX,Level III,"105,435.00"
QUANT MANAGER,OH,Level IV,"101,254.00"
SYSTEMS ADMINISTRATOR,AZ,Level IV,"101,920.00"
"ASSOCIATE SCIENTIST III, TECHNICAL DEVELOPMENT",NC,Level II,30.98
DENTIST,CA,Level III,65.16
SOFTWARE ENGINEER SENIOR STAFF,CA,Level IV,"164,674.00"
"MANAGER, FINANCE 1",CA,Level II,"137,925.00"
DENTIST,CA,Level II,59.74
SR. SOLUTIONS ARCHITECT/DATA SCIENTIST,OH,Level III,"96,179.00"
DENTIST,CA,Level II,64.24
SR. IT DEVELOPER,FL,Level IV,"105,414.00"
SENIOR IT DEVELOPER,FL,Level IV,"105,414.00"
PROGRAMMER ANALYST - CLOUD PAAS,WA,Level II,"113,318.00"
SENIOR CONSULTANT,CA,Level II,"90,938.00"
TECHNICAL PROGRAM MANAGER,MO,Level II,"85,925.00"
RESEARCH ASSOCIATE,IN,Level I,"38,646.00"
SR. BIG DATA/AWS SOLUTION ARCHITECT,CA,Level IV,"155,106.00"
PROGRAMMER ANALYST II,NJ,Level II,"96,366.00"
SENIOR BUSINSS ANALYST,TX,Level IV,"120,078.00"
ASSISTANT PROFESSOR,NJ,,"61,786.00"
"SOFTWARE DEVELOPER, APPLICATIONS",OH,Level II,"77,189.00"
SENIOR CONSULTANT,CA,Level II,"75,109.00"
"SOFTWARE DEVELOPER, APPLICATIONS",NY,Level II,"84,469.00"
SENIOR SOFTWARE DEVELOPER,VA,Level III,47.92
SOFTWARE DEVELOPER (PEOPLESOFT DEVELOPER),CA,Level III,"125,112.00"
SOFTWARE DEVELOPER,PA,Level II,"72,779.00"
PROGRAMMER ANALYST / SITECORE DEVELOPER,WI,Level IV,"94,910.00"
"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",TN,Level III,"94,141.00"
CAD ENGINEER,NC,Level I,"65,915.00"
SENIOR DESIGNER,CT,Level II,27.98
ASSISTANT PROFESSOR (ACD YR),NJ,,"61,786.00"
SENIOR TEST ANALYST,MA,Level II,"76,294.00"
BIOMEDICAL DESIGN ENGINEER,IA,Level I,"42,973.00"
RESEARCH ASSOCIATE,NY,Level I,"42,120.00"
ENGINEER,IL,Level IV,"112,403.00"
SR. SOFTWARE DEVELOPER,NJ,Level III,"117,624.00"
SOFTWARE DEVELOPER,NY,Level III,"117,624.00"
COMPUTER SYSTEMS BUSINESS ANALYST,CA,Level II,"96,762.00"
COMPUTER SYSTEMS BUSINESS ANALYST,IL,Level II,"76,502.00"
SENIOR PRICING ANALYST,NY,Level I,"57,970.00"
MECHANICAL ENGINEER,CA,Level I,"57,699.00"
CONTROLS ENGINEER 3,MI,Level IV,"86,133.00"
SYSTEM ENGINEER,TX,Level II,"93,538.00"
ADVANCED BUSINESS ANALYST,CO,Level III,38.48
UNDERWRITING MANAGER - MORTGAGE,CA,Level IV,"108,930.00"
SOFTWARE ENGINEER 3,CA,,"127,500.00"
SENIOR ENGINEER,TX,Level IV,"134,534.00"
FRONT END WEB DEVELOPER,OH,Level II,"53,747.00"
SENIOR UA MANAGER,CA,Level IV,"111,509.00"
ADVISORY ASSOCIATE,IL,Level I,"64,834.00"
SR. SOFTWARE ENGINEER,TX,Level II,"93,538.00"
APPLICATION DEVELOPER III,MI,Level III,"96,470.00"
"VICE PRESIDENT, COMMUNICATIONS & PUBLIC AFFAIRS",MD,Level IV,"132,392.00"
DEVELOPER ADVISOR,VA,,"91,922.00"
SALESFORCE DEVELOPER,PA,Level II,42.12
"DIRECTOR, GLOBAL FIELD SERVICES",NY,Level II,"122,075.00"
SAP BW/BI DEVELOPER,CA,Level II,"99,320.00"
BUSINESS PROCESS EXPERT,TX,Level II,"75,587.00"
SENIOR QA ANALYST,GA,Level III,"90,418.00"
RESEARCH SCIENTIST,CA,Level IV,"163,134.00"
SOFTWARE ENGINEER 1615.43793,CA,Level II,"167,523.00"
"MANAGER, NEW INITIATIVES AND STRATEGIC PARTNERSHIPS",CA,Level II,"104,603.00"
PRODUCT MANAGER-TELEMATICS,CA,Level II,"85,758.00"
AUDIT & ASSURANCE ASSISTANT,CO,Level I,"50,211.00"
RESEARCH SCIENTIST II,WA,Level II,"81,266.00"
TECHNICAL LEAD,PA,Level IV,"108,160.00"
SYSTEMS ADMINISTRATOR,NJ,Level IV,"93,912.00"
PERIODONTIST,WA,Level IV,"248,414.00"
SENIOR BUSINESS SYSTEMS ANALYST,TX,Level IV,"114,899.00"
PROGRAMMER/ANALYST,CT,Level I,"58,552.00"
FUNCTIONAL SYSTEMS ANALYST STAFF,CA,Level IV,"139,277.00"
STATISTICAL ANALYST,WV,Level III,"73,861.00"
BUSINESS SYSTEMS APPLICATION DEVELOPER,CA,Level II,40.81
SOFTWARE ENGINEER,IL,Level III,"96,658.00"
"SOFTWARE DEVELOPER, APPLICATIONS",IL,Level II,"78,478.00"
SR. COMPUTER PROGRAMMER ANALYST II,CA,Level II,"96,762.00"
"SOFTWARE DEVELOPER, APPLICATIONS",MI,Level II,"67,808.00"
BUSINESS SYSTEMS ANALYSIS MANAGER,CA,,"136,218.00"
SENIOR APPLICATION DEVELOPER,NJ,Level II,"70,346.00"
SERVICE NOW CONSULTANT,CA,Level II,"109,242.00"
SOFTWARE ENGINEER,NC,Level II,"91,416.00"
SOFTWARE DEVELOPER,WA,Level II,"113,318.00"
IT SPECIALIST,TX,Level II,"71,802.00"
SOFTWARE ENGINEER,MA,Level III,"114,317.00"
ACCOUNTANTS AND AUDITORS,MA,Level II,"68,203.00"
DOMAIN CONSULTANT-L2,TN,Level II,"65,874.00"
ARCHITECT LEVEL 2,CO,Level II,"85,717.00"
ACCOUNTANTS AND AUDITORS,TX,Level II,"70,658.00"
"SENIOR ANALYST, ABAP & WORKFLOW DEVELOPER II",OH,,"88,911.00"
ORDER PROCESSING REVENUE MANAGER,TX,Level III,"73,528.00"
SENIOR SOFTWARE ENGINEER,TX,Level II,"88,483.00"
ENGINEERING SPECIALIST,PA,Level II,"60,902.00"
MULTIMEDIA ARTIST AND ANIMATOR,CA,Level III,"86,133.00"
MULTIMEDIA ARTIST AND ANIMATOR,CA,Level IV,"100,339.00"
PRODUCTION SUPPORT LEAD - US,CA,Level II,46.52
PROJECT MANAGER - III,CA,Level III,"104,458.00"
NETWORK ADMINISTRATOR - IV,TX,Level IV,"96,283.00"
COMPUTER NETWORK ARCHITECT,CA,Level III,"144,477.00"
COMPUTER NETWORK ARCHITECT,CA,Level IV,"172,890.00"
IT PROJECT MANAGERS - III,NJ,Level III,"102,003.00"
GENERAL AND OPERATIONS MANAGER,CA,Level II,"114,234.00"
TECHNOLOGY LEAD - US,TX,Level II,"80,850.00"
APPLICATION PROGRAMMER,MN,Level II,"69,451.00"
SENIOR TECHNICAL CONSULTANT,NJ,Level III,"113,256.00"
SOFTWARE ENGINEER,OR,Level III,"107,370.00"
STAFF SOFTWARE ENGINEER,TX,Level III,"104,790.00"
SENIOR TECHNICAL RELEASE MANAGER,CA,Level IV,"142,501.00"
CIS MANAGER 1,FL,Level I,"80,933.00"
SYSTEMS ANALYST JC65,IL,Level I,"61,610.00"
MANAGER,TX,Level I,"38,376.00"
SAP SYSTEMS ANALYST,TX,Level III,48.63
SOFTWARE APPLICATION DEVELOPER,WA,Level II,"101,837.00"
COST MANAGER,NY,Level II,"104,062.00"
ACCOUNTANT,MD,Level II,31.27
COMPUTER SYSTEMS ANALYST,CA,Level II,"96,762.00"
SOFTWARE ENGINEER,CA,Level II,"103,210.00"
GUIDEWIRE IT ANALYST,OH,Level III,"90,230.00"
BUSINESS SYSTEM ANALYST,NJ,Level III,"114,754.00"
ASSISTANT PROFESSOR,TX,Level II,"47,133.00"
SENIOR SOFTWARE ENGINEER,NY,Level IV,"138,861.00"
SOFTWARE DEVELOPER(ETL/MDM DEVELOPER),MD,Level III,"108,680.00"
SPOTFIRE DEVELOPER,MA,Level II,"84,698.00"
SOFTWARE DEVELOPER,VA,Level II,"80,517.00"
BUSINESS SYSTEMS ANALYST 3,OH,Level III,"97,926.00"
CLINICAL LABORATORY SCIENTIST,IL,Level II,18.80
