TITLE,STATE,LEVEL,WAGE
Software Engineer/Developer,PA,Level II,"73,362.00"
Manager,CA,Level II,"63,232.00"
Technical Lead,CA,Level II,"103,064.00"
Consultant,NY,Level II,"96,366.00"
Consultant,CA,Level III,"111,280.00"
Software Engineer/Developer,CA,Level III,"111,280.00"
Project Manager,CA,Level III,"153,858.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,RI,Level III,"93,371.00"
Consultant,NJ,Level III,"105,227.00"
Software Engineer/Developer,CA,Level II,"91,395.00"
Software Engineer/Developer,CA,Level IV,"141,856.00"
Research Associate,NY,Level II,"64,085.00"
Technical Lead,IA,Level II,"69,950.00"
Project Manager,NY,Level I,"64,896.00"
Software Engineer/Developer,TX,Level II,"109,533.00"
Postdoctoral Fellow,NY,Level I,"46,654.00"
Technical Lead,MI,Level I,"63,128.00"
Assistant Professor,IL,Level II,"101,597.00"
Software Engineer/Developer,VA,Level II,"84,302.00"
Assistant Professor,CA,Level IV,"78,042.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Architect,NY,Level II,"96,366.00"
Consultant,GA,Level II,"69,389.00"
Consultant,CA,Level I,"96,325.00"
Project Manager,CA,Level II,"119,350.00"
Architect,TX,Level III,"108,784.00"
Software Engineer/Developer,WA,Level I,"105,165.00"
Technical Lead,CA,Level II,"109,242.00"
Software Engineer/Developer,OR,Level II,"70,262.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Software Engineer/Developer,WI,Level II,"74,568.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Software Engineer/Developer,TN,Level II,"72,758.00"
Software Engineer/Developer,IL,Level II,"76,482.00"
Software Engineer/Developer,DE,Level II,"86,466.00"
Software Engineer/Developer,NC,Level III,"99,029.00"
Manager,NY,Level III,"137,946.00"
Software Engineer/Developer,TX,Level II,"94,661.00"
Software Engineer/Developer,TX,Level III,"96,470.00"
Research Associate,TX,Level I,"49,504.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Technical Lead,TX,Level I,"44,637.00"
Research Associate,UT,Level I,"42,328.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level II,"88,816.00"
Software Engineer/Developer,TX,Level III,"104,790.00"
Technical Lead,MA,Level II,"101,005.00"
Technical Lead,WA,Level II,"101,837.00"
Software Engineer/Developer,CA,Level IV,"130,333.00"
Software Engineer/Developer,RI,Level II,"78,624.00"
Software Engineer/Developer,TX,Level IV,"128,170.00"
Software Engineer/Developer,CA,Level IV,"164,674.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,MD,Level II,"102,648.00"
Analyst,NM,Level II,"61,734.00"
Assistant Professor,NY,Level I,"60,674.00"
Project Manager,MI,Level II,"116,979.00"
Manager,FL,Level II,"61,506.00"
Architect,ME,Level II,"64,210.00"
Manager,OH,Level II,"120,141.00"
Postdoctoral Fellow,MD,Level I,"38,646.00"
Technical Lead,TX,Level IV,"100,568.00"
Analyst,VA,Level II,"75,442.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Architect,DC,Level III,"105,061.00"
Software Engineer/Developer,NC,Level III,"99,029.00"
Software Engineer/Developer,PA,Level II,"90,646.00"
Software Engineer/Developer,CT,Level II,"86,299.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Technical Lead,VA,Level II,"75,546.00"
Software Engineer/Developer,FL,Level IV,"109,450.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Analyst,NY,Level II,"93,642.00"
Software Engineer/Developer,AZ,Level II,"63,939.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Technical Lead,IL,Level III,"72,322.00"
Project Manager,NY,Level II,"63,690.00"
Project Manager,AZ,Level II,"111,550.00"
Project Manager,AZ,Level II,"111,550.00"
Research Associate,MD,Level I,"55,286.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Consultant,CA,Level II,"109,242.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Project Manager,CA,Level III,"104,853.00"
Consultant,IL,Level IV,"110,011.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Research Associate,MI,Level II,"42,515.00"
Software Engineer/Developer,NV,Level II,"81,848.00"
Software Engineer/Developer,CA,Level IV,"157,706.00"
Manager,PA,Level III,"106,475.00"
Research Associate,CA,Level I,"49,712.00"
Associate,AR,Level I,"38,022.00"
Software Engineer/Developer,OH,Level II,"87,693.00"
Project Manager,CO,Level I,"59,592.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Technical Lead,IL,Level II,"75,837.00"
Technical Lead,TX,Level II,"75,587.00"
Technical Lead,WA,Level II,"85,342.00"
Analyst,FL,Level II,"64,230.00"
Analyst,MD,Level II,"80,579.00"
Analyst,MN,Level II,"77,542.00"
Analyst,IL,Level II,"76,502.00"
Manager,CT,Level III,"104,978.00"
Manager,PA,Level III,"93,101.00"
Analyst,OH,Level I,"64,418.00"
Analyst,SC,Level I,"63,752.00"
Manager,MO,Level III,"92,602.00"
Manager,PA,Level III,"98,654.00"
Manager,AR,Level III,"71,240.00"
Analyst,MA,Level II,"72,509.00"
Software Engineer/Developer,CA,Level II,"99,320.00"
Manager,FL,Level III,"80,662.00"
Manager,AZ,Level III,"89,523.00"
Manager,NC,Level III,"92,955.00"
Manager,NJ,Level III,"100,090.00"
Technical Lead,PA,Level I,"55,640.00"
Technical Lead,PA,Level I,"55,640.00"
Software Engineer/Developer,TN,Level II,"79,019.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Project Manager,TX,Level III,"98,925.00"
Associate,PA,Level I,"62,234.00"
Assistant Professor,TX,Level III,"61,913.00"
Analyst,PA,Level I,"45,011.00"
Project Manager,GA,Level II,"91,333.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Project Manager,GA,Level II,"91,333.00"
Software Engineer/Developer,NC,Level III,"98,987.00"
Software Engineer/Developer,AZ,Level IV,"114,650.00"
Software Engineer/Developer,FL,Level III,"91,645.00"
Consultant,WI,Level III,"79,061.00"
Software Engineer/Developer,NY,Level IV,"100,360.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Project Manager,FL,Level III,"83,034.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Postdoctoral Fellow,MI,Level I,"49,504.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Project Manager,CA,Level II,"70,845.00"
Project Manager,CA,Level II,"70,845.00"
Software Engineer/Developer,FL,Level IV,"92,082.00"
Manager,NY,Level II,"65,645.00"
Accountant,CA,Level II,"76,648.00"
Software Engineer/Developer,DE,Level II,"66,560.00"
Research Associate,NY,Level II,"79,934.00"
Consultant,OR,Level II,"90,480.00"
Consultant,NC,Level IV,"109,429.00"
Analyst,IL,Level III,"99,112.00"
Software Engineer/Developer,WA,Level II,"101,837.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Analyst,GA,Level II,"84,240.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Assistant Professor,FL,Level I,"51,730.00"
Postdoctoral Fellow,MA,Level I,"42,827.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Associate,FL,Level II,"71,656.00"
Software Engineer/Developer,CA,Level IV,"120,598.00"
Analyst,FL,Level III,"73,944.00"
Consultant,OH,Level I,"46,155.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Manager,WI,Level II,"63,315.00"
Manager,NY,Level IV,"140,046.00"
Software Engineer/Developer,AZ,Level III,"71,302.00"
Analyst,PA,Level III,"86,362.00"
Software Engineer/Developer,PA,Level III,"106,475.00"
Software Engineer/Developer,IL,Level III,"99,112.00"
Project Manager,IL,Level II,"89,648.00"
Software Engineer/Developer,CA,Level II,"118,456.00"
Software Engineer/Developer,TX,Level II,"91,915.00"
Software Engineer/Developer,FL,Level II,"53,560.00"
Software Engineer/Developer,AZ,Level IV,"114,650.00"
Project Manager,FL,Level III,"83,034.00"
Software Engineer/Developer,IL,Level III,"96,658.00"
Postdoctoral Fellow,SC,Level I,"44,054.00"
Consultant,CA,Level III,"93,870.00"
Software Engineer/Developer,OH,Level I,"62,150.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Analyst,IL,Level II,"76,253.00"
Software Engineer/Developer,NJ,Level II,"99,736.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Analyst,AZ,Level II,"72,301.00"
Analyst,SC,Level I,"44,782.00"
Associate,GA,Level IV,"106,870.00"
Software Engineer/Developer,CO,Level II,"87,173.00"
Analyst,TN,Level II,"62,858.00"
Software Engineer/Developer,CA,Level II,"88,421.00"
Software Engineer/Developer,CA,Level II,"87,152.00"
Manager,CT,Level III,"94,390.00"
Manager,MN,Level III,"93,163.00"
Software Engineer/Developer,WA,Level IV,"123,427.00"
Architect,TX,Level II,"80,787.00"
Technical Lead,NY,Level III,"122,117.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,GA,Level II,"82,098.00"
Software Engineer/Developer,CO,Level II,"87,173.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Research Associate,NY,Level II,"79,934.00"
Software Engineer/Developer,NY,Level IV,"138,861.00"
Project Manager,NY,Level I,"114,026.00"
Architect,IN,Level IV,"98,155.00"
Assistant Professor,IN,Level I,"47,670.00"
Analyst,FL,Level IV,"82,493.00"
Architect,OH,Level IV,"99,278.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Technical Lead,MI,Level II,"78,125.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Consultant,MI,Level II,"80,704.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Associate,VA,Level IV,"135,491.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Software Engineer/Developer,VA,Level III,"114,982.00"
Associate,TX,Level II,"72,114.00"
Project Manager,NY,Level IV,"93,496.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Software Engineer/Developer,TX,Level II,"85,467.00"
Software Engineer/Developer,IL,Level III,"112,299.00"
Software Engineer/Developer,CA,Level IV,"174,117.00"
Analyst,AR,Level II,"57,242.00"
Software Engineer/Developer,TX,Level III,"86,403.00"
Associate,CA,Level II,"167,523.00"
Physical Therapist,CA,Level III,"110,074.00"
Software Engineer/Developer,IL,Level III,"96,658.00"
Software Engineer/Developer,NC,Level I,"46,966.00"
Research Associate,NJ,Level II,"93,746.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Research Associate,CA,Level III,"96,907.00"
Associate,NY,Level II,"124,426.00"
Software Engineer/Developer,MI,Level I,"66,394.00"
Software Engineer/Developer,CA,Level I,"76,107.00"
Research Associate,PA,Level I,"40,810.00"
Software Engineer/Developer,NY,Level II,"77,376.00"
Research Associate,MI,Level I,"43,306.00"
Analyst,CA,Level II,"88,026.00"
Assistant Professor,MD,Level I,"58,157.00"
Analyst,TX,Level I,"62,754.00"
Software Engineer/Developer,CA,Level I,"80,184.00"
Software Engineer/Developer,CA,Level II,"124,675.00"
Analyst,NC,Level II,"79,331.00"
Physical Therapist,AL,Level I,"40,747.00"
Technical Lead,CA,Level III,"110,386.00"
Consultant,FL,Level IV,"92,934.00"
Software Engineer/Developer,CA,Level III,"147,222.00"
Analyst,CA,Level II,"93,163.00"
Software Engineer/Developer,FL,Level II,"70,741.00"
Research Associate,NY,Level I,"38,646.00"
Software Engineer/Developer,CA,Level II,"110,864.00"
Postdoctoral Fellow,IN,Level I,"39,021.00"
Consultant,WA,Level II,"112,549.00"
Analyst,NC,Level II,"68,370.00"
Software Engineer/Developer,GA,Level II,"82,098.00"
Research Associate,NY,Level I,"39,728.00"
Assistant Professor,NY,Level III,"74,838.00"
Research Associate,MD,Level I,"59,779.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Accountant,TX,Level I,"49,754.00"
Software Engineer/Developer,NJ,Level II,"86,154.00"
Software Engineer/Developer,ID,Level II,"61,173.00"
Project Manager,IA,Level III,"81,016.00"
Analyst,TX,Level II,"77,043.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Consultant,MA,Level II,"79,186.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Software Engineer/Developer,CA,Level II,"109,325.00"
Software Engineer/Developer,CA,Level III,"133,016.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Technical Lead,MS,Level II,"68,307.00"
Software Engineer/Developer,UT,Level III,"96,013.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Architect,CA,Level III,"102,482.00"
Software Engineer/Developer,PA,Level III,"106,475.00"
Software Engineer/Developer,TX,Level III,"102,274.00"
Software Engineer/Developer,VA,Level II,"92,019.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Software Engineer/Developer,TX,Level III,"108,784.00"
Analyst,NY,Level III,"105,227.00"
Assistant Professor,SC,Level I,"53,180.00"
Software Engineer/Developer,IN,Level II,"74,485.00"
Project Manager,CA,Level II,"96,762.00"
Software Engineer/Developer,IL,Level II,"118,394.00"
Software Engineer/Developer,OR,Level II,"90,480.00"
Software Engineer/Developer,NY,Level IV,"138,861.00"
Project Manager,GA,Level II,"70,658.00"
Project Manager,CO,Level IV,"119,642.00"
Software Engineer/Developer,MN,Level IV,"109,928.00"
Software Engineer/Developer,NC,Level III,"109,429.00"
Software Engineer/Developer,IL,Level III,"99,112.00"
Software Engineer/Developer,TX,Level II,"73,445.00"
Technical Lead,VT,Level II,"74,651.00"
Software Engineer/Developer,FL,Level II,"76,170.00"
Software Engineer/Developer,TX,Level III,"104,790.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level III,"102,690.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Project Manager,IN,Level IV,"71,032.00"
Software Engineer/Developer,WA,Level III,"97,219.00"
Analyst,VA,Level II,"78,728.00"
Technical Lead,CA,Level I,"63,336.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Consultant,CA,Level II,"76,773.00"
Assistant Professor,TN,Level II,"46,687.00"
Manager,NJ,Level III,"100,090.00"
Manager,AZ,Level III,"89,523.00"
Manager,AR,Level III,"71,240.00"
Manager,AR,Level III,"71,240.00"
Analyst,VA,Level I,"72,862.00"
Manager,AZ,Level III,"89,523.00"
Manager,TX,Level III,"101,150.00"
Manager,NJ,Level III,"100,090.00"
Manager,TX,Level III,"97,864.00"
Analyst,NC,Level I,"63,752.00"
Manager,TX,Level III,"97,864.00"
Analyst,CA,Level II,"76,773.00"
Analyst,VA,Level I,"62,650.00"
Manager,WI,Level III,"79,061.00"
Analyst,OH,Level II,"74,755.00"
Manager,NY,Level III,"114,754.00"
Analyst,CA,Level II,"79,872.00"
Analyst,IA,Level I,"63,045.00"
Manager,NE,Level III,"79,477.00"
Analyst,MI,Level I,"58,926.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Project Manager,NJ,Level III,"143,000.00"
Architect,MA,Level IV,"122,283.00"
Consultant,TX,Level III,"110,032.00"
Technical Lead,CA,Level II,"109,242.00"
Technical Lead,CA,Level II,"109,242.00"
Software Engineer/Developer,CA,Level II,"85,883.00"
Project Manager,CA,Level II,"121,077.00"
Technical Lead,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level III,"147,597.00"
Accountant,OK,Level I,"39,832.00"
Accountant,OK,Level I,"49,005.00"
Technical Lead,MD,Level II,"80,704.00"
Manager,CA,Level II,"167,523.00"
Project Manager,VA,Level II,"124,738.00"
Analyst,NY,Level II,"106,371.00"
Accountant,MO,Level II,"61,818.00"
Accountant,IN,Level II,"47,944.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Consultant,MN,Level II,"78,166.00"
Architect,IL,Level II,"66,851.00"
Manager,TX,Level II,"80,974.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Manager,NY,Level IV,"104,645.00"
Manager,NY,Level IV,"104,645.00"
Analyst,MI,Level II,"79,726.00"
Physical Therapist,CA,Level IV,"252,658.00"
Analyst,MA,Level II,"78,666.00"
Project Manager,IL,Level III,"88,483.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Architect,CA,Level III,"125,112.00"
Physical Therapist,PA,Level III,"224,182.00"
Project Manager,CA,Level II,"125,736.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Project Manager,FL,Level III,"72,176.00"
Technical Lead,TX,Level II,"135,117.00"
Technical Lead,WA,Level II,"133,702.00"
Manager,IN,Level III,"85,509.00"
Manager,IL,Level III,"90,563.00"
Consultant,OH,Level I,"67,621.00"
Architect,MA,Level II,"76,294.00"
Architect,NC,Level II,"79,830.00"
Consultant,SC,Level II,"63,544.00"
Consultant,CA,Level II,"109,242.00"
Consultant,NY,Level III,"113,776.00"
Architect,NJ,Level IV,"135,325.00"
Manager,NY,Level IV,"128,856.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Accountant,DC,Level I,"59,072.00"
Software Engineer/Developer,DC,Level IV,"136,053.00"
Project Manager,LA,Level II,"42,328.00"
Consultant,OH,Level I,"67,621.00"
