JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
SOFTWARE DEVELOPER,PA,Level II,"90,646.00"
RESEARCH DATABASE PROGRAMMER,TX,Level I,"47,674.00"
INTERACTION DESIGNER 1615.21570,CA,Level II,"77,459.00"
DIGITAL STRATEGIST,CA,Level I,"68,490.00"
SPECIALIST LEADER,TX,Level IV,"132,787.00"
FULL STACK DEVELOPER,AR,Level II,"76,523.00"
LEAD ENGINEER,PA,Level II,"74,256.00"
BUSINESS SYSTEMS ANALYST LEAD,NJ,Level IV,"78,250.00"
SOFTWARE DEVELOPMENT ENGINEER,CA,Level I,"65,000.00"
HEMATOLOGY/ONCOLOGY PHYSICIAN,PA,Level IV,"253,885.00"
BUSINESS ANALYST (FUNCTIONAL),NJ,Level II,"87,506.00"
PRINCIPAL SYSTEMS ENGINEER,CA,Level II,"103,064.00"
ASSISTANT PROFESSOR,MS,Level II,"58,840.00"
DIRECTOR-PMO,CA,Level IV,"174,117.00"
SR. ORACLE APPLICATION DATABASE ADMINISTRATOR,CO,Level III,"103,376.00"
IT AIRLINE PROJECT/ DELIVERY MANAGER,TX,Level II,"80,974.00"
LEAD BUSINESS SYSTEMS ANALYST,NC,Level II,"78,562.00"
PROGRAM MANAGER - LEATHER WRAPPED PRODUCTS,MI,Level IV,"128,877.00"
SOFTWARE ENGINEER,NV,Level II,"74,797.00"
FAMILY PRACTICE PHYSICIAN,CA,Level III,"177,466.00"
PRODUCTION ENGINEER,IL,Level IV,"107,037.00"
INTERNATIONAL OPERATIONS MANAGER,NV,Level I,"57,034.00"
BUSINESS DEVELOPMENT OFFICER,CA,Level IV,"190,944.00"
"SR. SOFTWARE ENGINEER, QUALITY ASSURANCE",VA,Level II,"93,933.00"
DESIGN LEAD,NY,Level IV,"82,326.00"
PMTS DESIGN ENABLEMENT,CA,Level IV,"152,526.00"
BUSINESS ANALYST (DATA & ANALYTICS),MA,Level II,"82,618.00"
RESEARCH ASSOCIATE,TX,Level I,"36,483.00"
SOFTWARE DEVELOPER ADVISOR,WA,Level III,"94,827.00"
"ASSOCIATE DIRECTOR, SINTEC & CITRIX SUPPORT",CA,Level IV,"144,414.00"
TAX MANAGER,CA,Level IV,"107,744.00"
SPECIAL EDUCATION TEACHER,GA,Level III,"54,397.00"
"SOFTWARE DEVELOPERS,SYSTEMS SOFTWARE",PA,Level II,"81,245.00"
SENIOR FIELD APPLICATION ENGINEER,MA,Level IV,"107,682.00"
DOCUMENT MANAGEMENT ANALYST,CA,Level II,"62,358.00"
"PRINCIPAL ENGINEER, ORACLE APPS",NH,Level IV,"101,629.00"
LEAD BI SOLUTIONS ANALYST,FL,Level III,"87,693.00"
DOCUMENT MANAGEMENT ANALYST,CA,Level II,"62,358.00"
ASSOCIATE,NY,Level III,"179,462.00"
ACCOUNTING SYSTEM EXPERT,KY,Level II,"50,648.00"
DEVELOPER,TX,Level III,"86,403.00"
POSTDOCTORAL FELLOW,CA,Level I,"56,805.00"
CREDIT ANALYST,CA,Level I,"57,096.00"
SENIOR GENESYS ROUTING DEVELOPER (20012.2613),TX,Level IV,"126,235.00"
"APPLICATION ENGINEER, STAFF",MA,Level I,"64,896.00"
SOFTWARE ARCHITECT,LA,Level I,"50,898.00"
"RESEARCH ASSISTANT, LABORATORY",MD,Level I,"31,741.00"
"SR. DEVELOPER, AUTOMATION (15-1199.01)",TX,Level IV,"116,854.00"
ASSISTANT PROFESSOR,MD,Level II,"86,590.00"
PROJECT ENGINEER,CA,Level I,"70,408.00"
ANALYST- TESTING,NJ,Level II,"74,443.00"
SR. PROJECT ENGINEER - HARDWARE,AZ,Level IV,"120,848.00"
POST-DOCTORAL SCHOLAR,PA,Level I,"38,210.00"
DEVELOPER,TX,Level II,"71,802.00"
SR. DATA ANALYST,TX,Level I,"48,901.00"
"VICE PRESIDENT, CONSULTANT II-SYSTEM ENG",NJ,Level IV,"120,182.00"
ACCOUNTANT,GA,Level I,"46,800.00"
UI ARCHITECT,CA,Level III,"125,112.00"
SENIOR CONSULTANT II,AZ,Level IV,"114,650.00"
SR. BUSINESS ANALYST,AZ,Level III,"82,701.00"
AGILE SCRUM PROJECT MANAGER,NY,Level II,"160,763.00"
SPECIAL EDUCATION TEACHER,GA,Level III,"54,397.00"
STAFF ACCOUNTANT,DC,Level II,"76,482.00"
TECHNICAL SPECIALIST,VA,Level II,"78,728.00"
TECHNICAL LEAD,VA,Level II,"78,728.00"
ADVISORY SENIOR ASSOCIATE,MA,Level II,"81,037.00"
SAP SENIOR DELIVERY MANAGER (15-1199.09),VA,Level IV,"102,731.00"
CURRENT PRODUCT RELIABILITY ENGINEER - TECHNICAL SPECIALIST,IN,Level II,"57,616.00"
"TECHNOLOGY DIRECTOR, RFID LAB",AL,Level IV,"162,573.00"
"MANAGER, FINANCE TECHNOLOGY DEVELOPMENT",CA,Level IV,"111,280.00"
"TECHNICAL DIRECTOR, IAASB",NY,Level IV,"123,115.00"
SENIOR CONSULTANT,WA,Level II,"90,522.00"
PRESIDENT,GA,Level II,"171,517.00"
IT BUSINESS SYSTEMS ANALYST,CA,Level III,"106,266.00"
SENIOR PROGRAMMER ANALYST,TX,Level II,"85,467.00"
INSTRUCTOR OF MANAGEMENT,IA,Level I,"54,360.00"
SENIOR PRINCIPAL SOFTWARE ENGINEER - IT,TX,Level IV,"122,366.00"
SYSTEMS ANALYST,MD,Level II,"80,579.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"109,242.00"
SENIOR BUSINESS DEVELOPMENT MANAGER,CA,Level IV,"87,880.00"
MECHANICAL ENGINEER,MI,Level III,"84,843.00"
VISITING CLINICAL ASSOCIATE/PHYSICIAN SURGEON,IL,Level II,"102,113.00"
LEAD - QUALITY ASSURANCE,CT,Level II,"90,459.00"
BUSINESS ANALYST (SOC CODE: 15-1199.02),CA,Level II,"70,845.00"
VISITING CLINICAL ASSOCIATE/PHYSICIAN SURGEON,IL,Level II,"102,113.00"
VISITING CLINICAL ASSOCIATE/PHYSICIAN SURGEON,IL,Level II,"102,113.00"
VICE PRESIDENT,NY,Level III,"137,946.00"
SENIOR CONSULTANT,PA,Level II,"81,286.00"
ADVISORY SENIOR CONSULTANT,IL,Level II,"76,253.00"
ENGINEERING CONSULTANT III,CA,Level II,"81,952.00"
TRAFFIC ENGINEER,NJ,Level II,"79,498.00"
PRESIDENT AND CHIEF EXECUTIVE OFFICER,NJ,Level I,"45,157.00"
DEVELOPER,TX,Level II,"64,334.00"
SENIOR ANALYST,NY,Level III,"137,946.00"
TECHNICAL LEAD,TX,Level IV,"109,886.00"
ASSISTANT PROFESSOR,MD,Level I,"63,660.00"
ASSISTANT PROFESSOR OF ACCOUNTING,IL,Level II,"82,653.00"
GEOGRAPHY TEACHER,MD,Level II,"68,753.00"
ADVISORY SPECIALIST MASTER,OH,Level III,"100,901.00"
SOFTWARE ENGINEER,CA,Level II,"91,395.00"
PRODUCT MANAGER,IL,Level II,"77,189.00"
GROWTH MARKETING ANALYST,CA,Level IV,"116,792.00"
SR. APPLICATIONS ARCHITECT,MD,Level II,"102,648.00"
"TECHNICAL PROJECT MANAGER (PROF. III, S/W QUALITY ASSURANCE)",TX,Level IV,"126,235.00"
TECHNICAL LEAD,GA,Level II,"72,301.00"
ARCHITECT,GA,Level II,"57,262.00"
DESIGNER,CA,Level IV,"100,090.00"
COMPONENT DESIGN ENGINEER,CA,Level II,"106,579.00"
QUANTITATIVE SOFTWARE ANALYST,NJ,Level II,"96,366.00"
COMPUTER SYSTEMS ANALYSTS,NY,Level III,"114,754.00"
RESEARCH ASSISTANT II,TX,Level I,"48,901.00"
APPDYNAMICS ENGINEER,CA,Level III,"138,091.00"
PRESCHOOL SUBSTITUTE TEACHER,CA,Level III,"37,586.00"
PROJECT ENGINEER,CA,Level IV,"132,579.00"
SOFTWARE ARCHITECT,WA,Level II,"113,318.00"
"STAFF ENGINEER, ASIC DEVELOPMENT ENGINEERING",CA,Level III,"129,563.00"
TECHNICAL LEAD,NJ,Level II,"93,746.00"
VB.NET DEVELOPER,PA,Level II,"90,646.00"
SALES OPERATIONS MANAGER (1615.42480),NY,Level II,"87,506.00"
SENIOR STAFF-SECURITY ENGINEER,TX,Level IV,"130,374.00"
QUANTITATIVE DEVELOPER,NY,Level IV,"128,856.00"
ACTUARIAL ASSOCIATE,NY,Level I,"76,419.00"
AUTO & PROPERTY PRICING & PORTFOLIO MANAGEMENT SR. ANALYST,NJ,Level II,"95,410.00"
RESEARCH ASSOCIATE,CO,Level II,"47,029.00"
SR TECHNICAL PROGRAM MANAGER,CA,Level I,"135,283.00"
SOFTWARE ENGINEER 1615.42851,CA,Level III,"132,184.00"
SOFTWARE ENGINEER 1615.11701,WA,Level II,"113,318.00"
ELECTRONIC SYSTEMS ENGINEER - SOFTWARE,IN,Level II,"67,538.00"
CUSTOMER SUCCESS ENGINEER,MA,Level I,"67,995.00"
ES PRODUCT SPECIALIST,IN,Level II,"57,616.00"
RESIDENT SOLUTIONS ARCHITECT,CA,Level IV,"174,117.00"
DECISION ANALYTICS ASSOCIATE CONSULTANT,IL,Level IV,"102,190.00"
ATTENDING PHYSICIAN,NY,Level II,"119,496.00"
SENIOR ASSOCIATE,NY,Level III,"80,829.00"
SENIOR PLATFORM ENGINEER,MA,Level II,"84,698.00"
ASSOCIATE,NC,Level II,"85,426.00"
QA ENGINEER,NJ,Level III,"84,282.00"
ASSOCIATE - SOFTWARE ENGINEER,TX,Level II,"93,538.00"
DATA MANAGEMENT SR. BUSINESS ANALYST,CT,Level III,"115,835.00"
DIRECTOR OF DATA INFRASTRUCTURE ENGINEERING,CA,Level IV,"203,154.00"
SOFTWARE ENGINEER IV,OR,Level III,"107,370.00"
SR. MANAGER EDW,TX,Level III,"163,134.00"
RPA DEVELOPER,FL,Level II,"73,112.00"
SOFTWARE ENGINEER,IL,Level II,"80,912.00"
SOFTWARE ENGINEER,TX,Level II,"93,538.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
SOFTWARE ENGINEER,AZ,Level III,"97,968.00"
SYSTEM ANALYST,NY,Level I,"51,064.00"
ALGORITHM SOFTWARE DEVELOPMENT ENGINEER,MI,Level II,"73,112.00"
SCIENTIST III,CA,Level III,"81,141.00"
SOFTWARE ARCHITECT,NJ,Level II,"96,366.00"
SERVICENOW DEVELOPER,VA,Level II,"103,584.00"
SOFTWARE DEVELOPER,IN,Level II,"74,485.00"
ECONOMIC DATA SCIENTIST,CA,Level II,"99,798.00"
SOFTWARE (.NET) DEVELOPER,NY,Level IV,"138,861.00"
TEST AUTOMATION ENGINEER,IL,Level II,"89,648.00"
SOFTWARE TEST ENGINEER,CT,Level I,"50,149.00"
TECHNICAL LEAD,CA,Level II,"121,077.00"
BIG DATA ENGINEER,CA,Level II,"121,077.00"
PROGRAMMER ANALYST I,TX,Level I,"55,952.00"
PROFESSIONAL APPLICATION DESIGNER,MI,Level II,"61,048.00"
"SENIOR ANALYST, CULTURAL INSIGHTS",NY,Level I,"47,341.00"
.NET DEVELOPER,NJ,Level II,"87,464.00"
SENIOR TEST AUTOMATION ENGINEER (20012.2752),GA,Level III,"104,790.00"
PRINCIPAL SOFTWARE ENGINEER - IT,TX,Level IV,"100,880.00"
ELECTRONIC SYSTEMS PRODUCT SPECIALIST,IN,Level II,"67,538.00"
"DIRECTOR, BRAND ENGAGEMENT - POWER BRANDS",NY,Level II,"136,178.00"
APPLICATION ENGINEER 1615.42844,CA,Level II,"109,242.00"
"SOFTWARE ENGINEER, TOOLS AND INFRASTRUCTURE 1615.3449",CA,Level III,"132,184.00"
PROJECT MANAGER,VA,Level III,"114,587.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
APPLICATION DEVELOPMENT MANAGER,CT,Level III,"111,280.00"
SENIOR ENGINEER-SOFTWARE,CO,Level II,"87,173.00"
PROJECT ENGINEER,OH,Level II,"61,547.00"
SR. DATA GOVERNANCE ANALYST,CA,Level II,"76,773.00"
VICE PRESIDENT,NY,Level IV,"138,861.00"
QUALITY ENGINEER,MA,Level II,"90,480.00"
SOFTWARE ENGINEER,CA,Level II,"121,077.00"
RISK ANALYTICS MODELING MANAGER,NY,Level IV,"125,674.00"
SENIOR DEVELOPER,FL,Level III,"90,875.00"
SOFTWARE ENGINEER 2,WA,Level II,"113,318.00"
PROGRAM MANAGER 2,WA,Level II,"113,318.00"
OPERATIONS PROGRAM MANAGER,WA,Level III,"113,298.00"
SSIS DEVELOPER,FL,Level III,"91,874.00"
DATA AND APPLIED SCIENTIST,WA,Level II,"119,850.00"
TECHNICAL LEADER,MA,Level IV,"131,456.00"
SENIOR PREMIER FIELD ENGINEER,AR,Level III,"65,686.00"
DIAGNOSTIC SCIENTIST,NE,Level III,"60,549.00"
SOFTWARE DEVELOPMENT SENIOR SPECIALIST,KY,Level IV,"69,181.00"
RESEARCH ASSOCIATE,CA,Level II,"60,341.00"
TECHNICAL LEADER,GA,Level III,"90,397.00"
ACCESSIBILITY PROGRAM MANAGER,WA,Level II,"113,318.00"
COMPUTER SYSTEMS ANALYSTS,CA,Level III,"122,387.00"
COMPUTER SYSTEMS ANALYSTS,NC,Level III,"94,203.00"
SILICON DESIGN ENGINEER,CA,Level I,"95,867.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"132,184.00"
APPLIED SCIENTIST,WA,Level II,"119,850.00"
FINANCIAL ANALYSIS AND CONTROLS,WA,Level II,"76,232.00"
ADVISORY MANAGER,NC,Level III,"94,203.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPER,FL,Level II,"73,882.00"
SOFTWARE DEVELOPER,FL,Level II,"73,882.00"
BUSINESS SYSTEM ANALYST,IL,Level II,"75,837.00"
ARCHITECT LEVEL 2,IL,Level II,"77,189.00"
SOFTWARE ENGINEER 3,CA,Level III,"132,184.00"
APPLICATION DEVELOPER,MD,Level II,"80,704.00"
AUDIT SENIOR ASSOCIATE,NJ,Level II,"79,934.00"
MOBILITY TESTER,MN,Level III,"67,621.00"
"SR. ANALYST, SALES CORPORATE OPERATIONS",TX,Level II,"55,058.00"
TELEMATICS SYSTEMS ENGINEER,MI,Level II,"75,608.00"
ASSISTANT PROFESSOR OF RESTORATIVE DENTISTRY,MO,Level II,"74,353.00"
BUSINESS SYSTEMS ANALYST,MO,Level II,"77,667.00"
SOFTWARE DEVELOPER,GA,Level II,"84,240.00"
SOFTWARE SOLUTION ENGINEER,NJ,Level IV,"138,861.00"
SOFTWARE DEVELOPERS,NC,Level II,"88,670.00"
QUALITY ASSURANCE ENGINEER I,WA,Level I,"83,366.00"
SYSTEMS ENGINEER,MI,Level II,"73,112.00"
PROGRAMMER ANALYST,NJ,Level II,"96,366.00"
TECHNICAL MANAGER,NJ,Level III,"113,256.00"
SENIOR BI DEVELOPER - OBIEE AND INFORMATICA,CA,Level III,"141,898.00"
MACHINE LEARNING ENGINEER II,CA,Level IV,"143,104.00"
ASSOCIATE,MD,Level I,"63,960.00"
SOFTWARE ENGINEER 1615.25651,CA,Level III,"132,184.00"
ASSISTANT PROFESSOR,WV,Level IV,"78,430.00"
DELIVERY MANAGER,TX,Level II,"138,424.00"
INFRASTRUCTURE ENGINEER,MI,Level III,"99,216.00"
DATA SCIENTIST,CA,Level III,"121,805.00"
RADIO ACCESS NETWORK ENGINEER,CA,Level II,"116,085.00"
SENIOR SYSTEMS ANALYST JC60,MO,Level II,"77,667.00"
SYSTEM ANALYST JC65,NJ,Level II,"83,138.00"
MANAGER JC50,CA,Level III,"94,016.00"
SENIOR MANAGER JC45,TN,Level IV,"88,858.00"
SENIOR MANAGER JC45,MN,Level IV,"108,763.00"
SOLUTIONS ARCHITECT,NY,Level IV,"158,142.00"
RESEARCH SCHOLAR,NC,Level I,"38,646.00"
SENIOR SOFTWARE TEST ENGINEER,NC,Level II,"88,670.00"
VICE PRESIDENT SOFTWARE ENGINEER,NJ,Level III,"117,624.00"
SOCIAL MARKETING MANAGER,CA,Level I,"79,664.00"
RF ENGINEER,PA,Level II,"82,139.00"
DATA ANALYST,CA,Level II,"88,421.00"
PULMONARY AND CRITICAL CARE/LUNG TRANSPLANT PHYSICIAN,MI,Level I,"46,176.00"
BIG DATA ARCHITECT,DE,Level III,"96,346.00"
PHYSICIST,NM,Level I,"117,187.00"
TAX CONSULTANT,GA,Level I,"46,800.00"
SR. INFRASTRUCTURE ENGINEER,MA,Level III,"82,784.00"
APPLICATION CONSULTANT SAP QUALITY MANAGEMENT,MO,Level II,"115,627.00"
SENIOR BIOSTATISTICIAN,NY,Level III,"105,227.00"
DATA AND POLICY ANALYST III,CA,Level III,"55,078.00"
POLICY LEAD,CA,Level IV,"65,333.00"
SOFTWARE ENGINEER 1615.25429,CA,Level II,"109,242.00"
"ASSOCIATE, INVESTMENTS",NY,Level III,"137,956.00"
DATA WAREHOUSE SPECIALIST,FL,Level II,"65,832.00"
ASSISTANT PROFESSOR,TX,Level I,"69,920.00"
SOFTWARE ENGINEER,VA,Level II,"84,282.00"
CLUSTER FOOD SAFETY OFFICER,IL,Level IV,"119,018.00"
INTEGRATION ANALYST,MI,Level II,"78,125.00"
SENIOR ENGINEERING MANAGER,PA,Level III,"96,970.00"
ASSOCIATE LEAD SOFTWARE ENGINEER,PA,Level III,"106,475.00"
"MANAGER, SOLUTION ARCHTECTURE",OH,Level IV,"108,888.00"
APPLICATION SUBJECT MATTER EXPERT,CA,Level III,"111,280.00"
ASSOCIATE LEAD SOFTWARE ENGINEER,MO,Level III,"90,334.00"
SOTWARE ENGINEER,CA,Level II,"103,064.00"
DEVELOPER,IL,Level II,"48,131.00"
DEVELOPER,KY,Level II,"65,021.00"
ANALYST - TESTING,PA,Level II,"62,088.00"
DEVELOPER USER INTERFACE,IN,Level III,"61,755.00"
DATA WAREHOUSE SPECIALIST,FL,Level II,"65,832.00"
ADVISORY SENIOR CONSULTANT,IL,Level II,"82,056.00"
SR. .NET DEVELOPER,NY,Level II,"96,366.00"
MANAGER,NJ,Level III,"117,624.00"
QUALITY ASSURANCE ENGINEER II,WA,Level II,"101,837.00"
FILENET SYSTEMS ADMINISTRATOR,MA,Level III,"75,733.00"
SOFTWARE DEVELOPER,CA,Level II,"99,320.00"
SENIOR DATA ENGINEER,TX,Level III,"90,584.00"
MARKETING MANAGER,GA,Level II,"52,083.00"
EMBEDDED SOFTWARE TEST ENGINEER,MI,Level II,"80,725.00"
ASSISTANT BEHAVIOR INTERVENTION SPECIALIST,NY,Level I,"34,154.00"
SENIOR SOFTWARE DEVELOPER,NC,Level III,"95,638.00"
SENIOR SOFTWARE DEVELOPER,MN,Level III,"94,058.00"
FASHION DESIGNER,NY,Level II,"68,411.00"
ENGINEER,FL,Level II,"73,819.00"
SR. CLINICAL SAS ANALYST,NJ,Level III,"119,309.00"
SOFTWARE DEVELOPER,NJ,Level II,"87,464.00"
SYSTEMS ENGINEER,CA,Level II,"103,064.00"
SOC SCIENCE RSCH PROF 2,CA,Level IV,"59,842.00"
COPI MANAGER - DISCOVERY TECHNOLOGY,CA,Level III,"82,597.00"
POSTDOCTORAL RESEARCH ASSOCIATE,IN,Level I,"43,701.00"
PRINCIPAL SOLUTIONS ARCHITECT,NY,Level IV,"154,419.00"
SOFTWARE DEVELOPMENT ENGINEER III,WA,Level III,"133,806.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
APPLIED SCIENTIST II,WA,Level II,"119,850.00"
PROJECT MANAGER - US,PA,Level III,"98,654.00"
TECHNICAL TEST LEAD - US,AZ,Level II,"63,939.00"
TECHNOLOGY LEAD - US - PROFESSIONAL,OR,Level II,"78,187.00"
SENIOR PROJECT MANAGER - US,MN,Level IV,"94,370.00"
IT SERVICE DELIVERY LEADER PRINCIPAL,IN,Level II,"102,669.00"
SOFTWARE APPLICATION ENGINEER,CA,Level II,"99,320.00"
PROJECT SCIENTIST,CA,Level II,"57,533.00"
LEAD DOMAIN ARCHITECT,KY,Level IV,"94,432.00"
SOFTWARE ENGINEER/DIRECTOR OF TECHNOLOGY,IL,Level II,"85,134.00"
BUSINESS SYSTEMS ANALYST 1615.42788,CA,Level III,"122,211.00"
TECHNICAL LEAD,NJ,Level II,"77,022.00"
MANAGER,NY,Level III,"101,525.00"
AUTOMATION CONTROL ASSOCIATE MANAGER,TX,Level III,"110,032.00"
MANAGER,CO,Level III,"81,640.00"
SIEBEL ADMINISTRATOR,NY,Level IV,"123,656.00"
ORACLE APPS DEVELOPER,MA,Level II,"101,005.00"
SENIOR SYSTEMS ANALYST JC60,NM,Level II,"66,248.00"
MANAGER JC50,AR,Level III,"71,240.00"
INFORMATION SECURITY ANALYSTS,TX,Level III,"91,603.00"
MANAGER JC50,CA,Level III,"94,016.00"
MANAGER JC50,GA,Level III,"90,397.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"77,064.00"
MANAGER JC50,TX,Level III,"92,955.00"
MANAGER JC50,WI,Level III,"88,005.00"
MANAGER JC50,CT,Level III,"94,390.00"
TEST LEAD,GA,Level II,"84,240.00"
SENIOR CONSULTANT,NC,Level II,"84,989.00"
COMPUTER SYSTEMS ANALYSTS,NC,Level II,"78,978.00"
TEST ENGINEER,OR,Level II,"68,390.00"
COMPUTER SYSTEMS ANALYSTS,NJ,Level II,"93,642.00"
INDUSTRIAL DESIGNER,TX,Level II,"69,930.00"
SENIOR CONSULTANT,MN,Level II,"78,166.00"
COMPUTER SYSTEMS ANALYST,CO,Level II,"81,162.00"
SENIOR SOLUTION SPECIALIST,FL,Level II,"76,170.00"
LINUX ADMINISTRATOR,TX,Level II,"83,928.00"
ACCOUNTANTS AND AUDITORS,TX,Level I,"52,042.00"
ADVISORY DIRECTOR,NY,Level IV,"140,046.00"
HOSPITALIST,ME,Level II,"167,690.00"
ACCOUNTANTS AND AUDITORS,CO,Level II,"65,936.00"
ACCOUNTANTS AND AUDITORS,NY,Level II,"79,934.00"
SENIOR CONSULTANT,IL,Level II,"80,912.00"
SOFTWARE ENGINEER,TX,Level II,"91,915.00"
PRINCIPAL SAP CONSULTANT DIGITAL SUPPLY CHAIN MANAGEMENT,CO,Level IV,"119,642.00"
SR. SOFTWARE ENGINEER,CA,Level II,"109,242.00"
"ASSISTANT PROFESSOR, TERM TENURE TRACK",TX,Level III,"170,483.00"
SOFTWARE ENGINEER,AZ,Level II,"81,266.00"
SOFTWARE DEVELOPER,MI,Level I,"62,296.00"
TRAINING AND DEVELOPMENT SPECIALIST,GA,Level III,"68,536.00"
APPLICATION DEVELOPER,CT,Level III,"100,464.00"
SENIOR TEST ANALYST,IN,Level II,"68,557.00"
DATABASE ANALYST III,NV,Level III,"90,168.00"
PROGRAMMER IV,NV,Level IV,"96,533.00"
CHIEF FINANCIAL OFFICER,NY,Level IV,"259,834.00"
"SOFTWARE ENGINEER, STAFF",NY,Level II,"99,736.00"
OFFICER; BFC P&L ANALYST,NY,Level I,"74,797.00"
SENIOR SOLUTION SPECIALIST,FL,Level II,"85,134.00"
PRINCIPAL CONSULTANT - US - PROFESSIONAL,NJ,Level IV,"140,046.00"
PRINCIPAL CONSULTANT - US - PROFESSIONAL,CA,Level IV,"157,061.00"
ASSOCIATE DIRECTOR JC40,CT,Level IV,"105,893.00"
RPA PROJECT MANAGER,TX,Level II,"134,181.00"
SENIOR SYSTEMS ANALYST JC60,TX,Level II,"80,850.00"
SENIOR SYSTEMS ANALYST JC60,NJ,Level II,"93,642.00"
SENIOR SYSTEMS ANALYST JC60,FL,Level II,"65,000.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"76,773.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"89,294.00"
SENIOR SYSTEMS ANALYST JC60,MD,Level II,"80,579.00"
SENIOR SYSTEMS ANALYST JC60,MN,Level II,"77,542.00"
SYSTEM ANALYST JC65,OH,Level II,"69,701.00"
SENIOR ASSOCIATE JC60 - NSS,CA,Level II,"90,771.00"
MANAGER JC50,PA,Level III,"98,654.00"
MANAGER JC50,PA,Level III,"98,654.00"
SENIOR SOLUTION SPECIALIST,AZ,Level II,"81,266.00"
SENIOR CONSULTANT,WA,Level II,"113,318.00"
RISK MANAGEMENT SPECIALISTS,CT,Level III,"81,619.00"
MANAGER,CA,Level III,"147,597.00"
SENIOR TECHNICAL CONSULTANT,TX,Level II,"93,538.00"
SENIOR CONSULTANT,TX,Level II,"91,915.00"
MANAGER,CA,Level III,"122,990.00"
ANALYST,IL,Level I,"65,166.00"
SOLUTION SPECIALIST,AZ,Level I,"64,584.00"
IT PROJECT MANAGER,TX,Level II,"75,733.00"
WORKDAY CONSULTANT,TX,Level II,"91,915.00"
PROJECT MANAGER - III,AR,Level III,"72,259.00"
HOUSE STAFF FELLOW ASSOCIATE PHYSICIAN,IA,Level III,"62,754.00"
SOFTWARE TEST ENGINEER,CT,Level II,"77,126.00"
SOFTWARE APPLICATION DEVELOPER,PA,Level III,"81,245.00"
PRODUCT MARKETING MANAGER,MI,Level II,"113,693.00"
DATA ARCHITECT,CA,Level II,"88,421.00"
PROGRAM MANAGER 1615.42529,CA,Level II,"96,762.00"
SENIOR SOFTWARE ENGINEER - BIG DATA,MA,Level III,"103,501.00"
ADVISORY SENIOR ASSOCIATE,NY,Level II,"83,512.00"
SOFTWARE ENGINEER,GA,Level II,"71,739.00"
SOFTWARE ENGINEER (1615.42606),CA,Level II,"109,242.00"
SR. SUSTAINABILITY CONSULTANT,CA,Level II,"86,174.00"
ARCHITECT,CA,Level III,"111,280.00"
ASSOCIATE DIRECTOR PROJECT MANAGEMENT,MN,Level IV,"101,754.00"
PROJECT MANAGER,NJ,Level III,"97,843.00"
CONSULTANT,CA,Level II,"95,638.00"
MANUFACTURING SUPPLIER QUALITY ENGINEER 1615.42758,CA,Level III,"125,944.00"
SYSTEM ARCHITECT - IV,CT,Level IV,"123,677.00"
"SOFTWARE ENGINEER, STAFF",NY,Level II,"99,736.00"
SYSTEM ARCHITECT - II,FL,Level II,"58,656.00"
TEST ANALYST - II,WA,Level II,"74,048.00"
PROGRAMMER ANALYST - II,NJ,Level II,"71,573.00"
PROGRAMMER ANALYST - II,SC,Level II,"78,978.00"
SYSTEMS ANALYST - III,DC,Level III,"104,187.00"
PROJECT MANAGER - III,PA,Level III,"78,936.00"
STAFF ANALYST IT,PA,Level IV,"99,944.00"
TECHNICAL TEAM LEADER,IL,Level II,"68,266.00"
POSTDOCTORAL RESEARCH ASSOCIATE COMPUTATIONAL CONDENSED MATT,TN,Level I,"40,768.00"
IT PROJECT MANAGER,CA,Level II,"95,368.00"
ACCOUNTANTS AND AUDITORS,CA,Level II,"66,893.00"
SENIOR BUSINESS ANALYST,UT,Level IV,"93,142.00"
ACCOUNTANTS AND AUDITORS,GA,Level II,"62,088.00"
ASSISTANT PROFESSOR OF PHILOSOPHY,IL,Level I,"22,340.00"
ACCOUNTANTS AND AUDITORS,VA,Level II,"76,482.00"
ACCOUNTANTS AND AUDITORS,NY,Level II,"79,934.00"
SR. ORACLE SOFTWARE ENGINEER,FL,Level IV,"102,398.00"
PROGRAMMER ANALYST,MI,Level II,"74,672.00"
SOFTWARE DEVELOPER,NY,Level II,"68,411.00"
ASSISTANT PROFESSOR,AR,Level IV,"188,074.00"
SOFTWARE ENGINEER,CA,Level II,"87,152.00"
SENIOR CONSULTANT,NY,Level II,"96,366.00"
SYSTEMS ANALYST (INTERNALLY: PRACTICE TECHNICAL LEAD),CA,Level II,"103,064.00"
SOFTWARE ENGINEER,TX,Level I,"77,189.00"
SOFTWARE ENGINEER,MA,Level II,"84,698.00"
QA AUTOMATION ENGINEER,OH,Level II,"77,189.00"
SENIOR SOFTWARE ENGINEER,VA,Level IV,"115,066.00"
